#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B3CBB6
#Date Time: 2026-08-17 17:35:54.093
#Sample rate: 5e+07Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 5 V/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 5 V/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-8.935457413249211e-06,12.02979565550346,12.04739334732873
-8.91545741324921e-06,12.03717026046733,12.04739334732873
-8.89545741324921e-06,12.03717026046733,12.03997762552871
-8.87545741324921e-06,12.02610835302153,12.03997762552871
-8.85545741324921e-06,12.02979565550346,12.04739334732873
-8.835457413249211e-06,12.0224210505396,12.05851693002875
-8.815457413249211e-06,12.0224210505396,12.05480906912874
-8.795457413249211e-06,12.0224210505396,12.04739334732873
-8.775457413249211e-06,12.01873374805766,12.05480906912874
-8.755457413249211e-06,12.0224210505396,12.05851693002875
-8.73545741324921e-06,12.0224210505396,12.05851693002875
-8.71545741324921e-06,12.0334829579854,12.05851693002875
-8.69545741324921e-06,12.0224210505396,12.05110120822873
-8.67545741324921e-06,12.02610835302153,12.06593265182877
-8.655457413249211e-06,12.02979565550346,12.05110120822873
-8.635457413249211e-06,12.02979565550346,12.06593265182877
-8.615457413249211e-06,12.02610835302153,12.05480906912874
-8.595457413249211e-06,12.0113591430938,12.05480906912874
-8.57545741324921e-06,12.0224210505396,12.05110120822873
-8.55545741324921e-06,12.04085756294926,12.04739334732873
-8.53545741324921e-06,12.0334829579854,12.05110120822873
-8.51545741324921e-06,12.0334829579854,12.04739334732873
-8.49545741324921e-06,12.04085756294926,12.04739334732873
-8.475457413249211e-06,12.0334829579854,12.05110120822873
-8.455457413249211e-06,12.03717026046733,12.03997762552871
-8.435457413249211e-06,12.0334829579854,12.0362697646287
-8.415457413249211e-06,12.0334829579854,12.04368548642872
-8.39545741324921e-06,12.02979565550346,12.0362697646287
-8.37545741324921e-06,12.0334829579854,12.04739334732873
-8.35545741324921e-06,12.0445448654312,12.03997762552871
-8.33545741324921e-06,12.0334829579854,12.02514618192868
-8.31545741324921e-06,12.02979565550346,12.0362697646287
-8.295457413249211e-06,12.02979565550346,12.04368548642872
-8.275457413249211e-06,12.02979565550346,12.03997762552871
